url,title,place,date
https://www.sympla.com.br/evento/bruno-sutter-executa-iron-maiden-em-aracaju-se/2993760,Bruno Sutter Executa Iron Maiden em Aracaju/SE,"Che Music Bar - Aracaju, SE",29 de Ago às 22:00
https://www.sympla.com.br/evento/fabinho-16ago-sab-to-no-trabalho/3014995,Fabinho |  16AGO  (SAB) | Tô no Trabalho,"Tô no Trabalho | Costa Azul | Rio das Ostras - Rio das Ostras, RJ",16 de Ago às 20:00
https://www.sympla.com.br/evento/rhapsody-of-fire-em-brasilia/3015370,RHAPSODY OF FIRE EM BRASÍLIA,"Worlld Brasília - Brasília, DF",16 de Dez às 20:00
https://www.sympla.com.br/evento/gravando-pagode-resenha-8-anos/3036900,Gravando Pagode & Resenha 8 ANOS,"VILLA JARDIM BAR - São Bernardo do Campo, SP",17 de Ago às 12:00
https://www.sympla.com.br/evento/nao-era-amor-delcio-luiz-no-bigode/3056290,Não era Amor + Délcio Luiz NO BIGODE!,"Bigode Buço Casa de Samba e Cultura - Rio de Janeiro, RJ",16 de Ago às 17:00
https://www.sympla.com.br/evento/kpop-day-unitoledo-3deg-edicao/3030293,KPOP DAY UNITOLEDO - 3° EDIÇÃO,"R. Antônio Afonso de Toledo, 595 - Araçatuba, SP",31 de Ago às 10:00
https://www.sympla.com.br/evento/shinobi-festival-10-anos/2932447,Shinobi Festival - 10 ANOS,"Centro Cultural João Gilberto - Juazeiro, BA",
https://bileto.sympla.com.br/event/109287,Projeto Seis e Meia Recife - ANA CAÑAS,"Teatro do Parque - Recife, PE",05 de Set às 18:30
https://www.sympla.com.br/evento/freaky-friday-noite-da-sorte-22-08-major-lock/2979135,Freaky Friday Noite da Sorte| 22/08  Major Lock,"Pub Major Lock - Belo Horizonte, MG",22 de Ago às 20:00
https://www.sympla.com.br/evento/3deg-samba-de-terreiro/3030583,3° Samba de Terreiro,"R. Des. Saraíva, 97 - Belo Horizonte, MG",23 de Ago às 17:00
https://www.sympla.com.br/evento/vanguart-show-dois-cantos/3019244,VANGUART - SHOW DOIS CANTOS,"Teatro Atheneu - Aracaju, SE",22 de Ago às 19:00
https://www.sympla.com.br/evento/fluxo/3021966,FLUXO,"Salão Hannover - Sogipa - Porto Alegre, RS",16 de Ago às 22:00
https://www.sympla.com.br/evento/sobora-10-anos-a-festa/3013835,SOBORA 10 ANOS - A FESTA,"Rancho do João Paulin - Novo Gama, GO",16 de Ago às 21:00
https://www.sympla.com.br/evento/bloco-do-eu-sozinho-em-maringa-pr/2934496,Bloco do Eu Sozinho em Maringá/PR,"MPB Bar - Maringá, PR",
https://www.sympla.com.br/evento/tributo-ao-raul-seixas-80-anos/3029659,TRIBUTO AO RAUL SEIXAS | 80 ANOS,"Shopping do Avião - Contagem, MG",30 de Ago às 14:00
https://www.sympla.com.br/evento/vico-5-22-ago/3064022,VIÇO #5 | 22/AGO,"AUGUSTA HAUS - Manaus, AM",22 de Ago às 23:00
https://www.sympla.com.br/evento/jungle-four-elements-arena-4-anos/3042603,JUNGLE FOUR ELEMENTS - ARENA 4 ANOS,"Arena Super Festas - Barueri, SP",24 de Ago às 14:00
https://www.sympla.com.br/evento/tributo-soad-edicao-fortaleza/3064492,TRIBUTO SOAD - Edição Fortaleza,"Vibe 085 - Fortaleza, CE",22 de Ago às 21:00
https://www.sympla.com.br/evento/clubvittar-com-pabllo-vittar-roxy-11-anos/2929402,CLUBVITTAR com PABLLO VITTAR - ROXY 11 Anos,"Roxy Goiânia - Goiânia, GO",05 de Set às 23:00
https://www.sympla.com.br/evento/lazer-do-curtae-barbacena-mg/3033651,LAZER DO CURTAÊ @ BARBACENA/MG,"Local a definir - Barbacena, MG",16 de Ago às 16:00
https://www.sympla.com.br/evento/macho-porn-party/3043690,MACHO PORN PARTY,"GIS + - Belo Horizonte, MG",23 de Ago às 23:00
https://www.sympla.com.br/evento/banda-sereno-tributo-o-rappa-natiruts-e-maneva-dj-karen-magliano/3052234,BANDA SERENO (TRIBUTO O RAPPA - NATIRUTS E MANEVA) + DJ KAREN MAGLIANO,"O CLÃ PUB - Nilópolis, RJ",16 de Ago às 20:00
https://www.sympla.com.br/evento/sambatella-samba-no-pe-tarantella-no-coracao-e-pop-italiano-na-pista/3014103,"SAMBATELLA - Samba no pé, tarantella no coração e pop italiano na pista","NOSSO TAP ROOM - Porto Alegre, RS",30 de Ago às 19:00
https://www.sympla.com.br/evento/yoyo-nova-era-showcase-c-anthea-uk-ephigenia/3042878,YOYO & NOVA ERA SHOWCASE C/ ANTHEA (UK)  @ EPHIGENIA,"Ephigenia - São Paulo, SP",22 de Ago às 23:00
https://www.sympla.com.br/evento/capital-inicial-acustico-25-anos-19out-dom-bangu-shopping/2801739,Capital Inicial Acústico 25 Anos | 19OUT (DOM) | Bangu Shopping,"Arena Bangu - Estacionamento do Bangu Shopping - Rio de Janeiro, RJ",19 de Out às 17:00
https://www.sympla.com.br/evento/ghost-rider-tijah-sexta-feira-dia-15-08-speed-up/3042140,GHOST RIDER & TIJAH- Sexta Feira dia 15/08  SPEED UP,"Av. Barbacena, 33 - Belo Horizonte, MG",15 de Ago às 22:00
https://www.sympla.com.br/evento/resenha-black-bom-charme-x-freestyle-segunda-edicao/3045334,RESENHA BLACK BOM - CHARME X FREESTYLE - SEGUNDA EDIÇÃO,"Distrital - Belo Horizonte, MG",16 de Ago às 20:00
https://www.sympla.com.br/evento/1o-concordia-blues-festival/3016334,1º Concórdia Blues Festival,"Casa do Malte - Concórdia, SC",13 de Set às 17:00
https://www.sympla.com.br/evento/baile-do-neves-com-ws-da-igrejinha-sexta-15-08/3067328,BAILE DO NEVES COM WS DA IGREJINHA | SEXTA 15/08,"Lab. - Belo Horizonte, MG",15 de Ago às 22:00
https://www.sympla.com.br/evento/cicero-turne-nacional-2025-belem-do-para-uma-onda-em-pedacos/3060635,Cícero - Turnê Nacional 2025 | Belém do Pará - Uma onda em pedaços,"Teatro Estação Gasômetro - Belém, PA",06 de Dez às 20:00
https://bileto.sympla.com.br/event/108306,ROCK’N ROCK FESTIVAL,"Teatro de Bolso - Belo Horizonte, MG",23 de Ago às 19:00
https://www.sympla.com.br/evento/mistura-music-fest/3034682,MISTURA MUSIC FEST,"ROOFTOP ARMAZEM MAYA - Guarulhos, SP",30 de Ago às 16:00
https://www.sympla.com.br/evento/happy-cosmic-day-edicao-especial-de-1-ano/3049498,HAPPY COSMIC DAY:  edição especial de 1 ano!,"Av. Madrid, 277 - Porto Alegre, RS",21 de Set às 14:00
https://www.sympla.com.br/evento/gamadinho-no-complexo-fora-do-eixo-13-09/3046914,GAMADINHO no Complexo Fora do Eixo (13/09),"Complexo Fora do Eixo - Brasília, DF",13 de Set às 18:00
https://www.sympla.com.br/evento/nostalgias-2000-a-festa-1d-vs-justin-bieber-edicao-porto-alegre-rua-joao-alfredo-483/3028935,"Nostalgias 2000 A Festa: 1D vs Justin Bieber - Edição PORTO ALEGRE - Rua João Alfredo, 483","Nuvem - Porto Alegre, RS",19 de Set às 23:00
https://www.sympla.com.br/evento/so-os-loucos-sabem-sao-luis-ma/3042805,Só Os Loucos Sabem | São Luís/MA,"Reviver Hostel - São Luís, MA",22 de Ago às 21:00
https://www.sympla.com.br/evento/boske-boske-com-kew-15-agosto-sexta-feira/3043597,BOSKE || BOSKE COM KEW // 15/AGOSTO // SEXTA-FEIRA,"Boske Club - Porto Alegre, RS",15 de Ago às 23:55
https://bileto.sympla.com.br/event/103642,Macena Open Prime 2025,"Praia do Francês - Marechal Deodoro, AL",
https://www.sympla.com.br/evento/open-house-da-abigail/3074487,Open House da Abigail,"Abigail Coffee Company - Campinas, SP",17 de Ago às 11:30
https://www.sympla.com.br/evento/pagode-do-fafa/3059168,Pagode do FAFA ,"Av. Mauro Ribeiro Lage, 330 - Itabira, MG",16 de Ago às 16:00
https://www.sympla.com.br/evento/segundo-sambanejo-do-morada-ao-vivo-com-varias-bandas/3038903,Segundo SambaNejo do Morada: ao vivo com várias bandas,"Local a definir - Contagem, MG",05 de Out às 13:00
https://www.sympla.com.br/evento/abismo-metal-fest/2940261,Abismo Metal Fest,"Green House - Salvador, BA",13 de Set às 21:00
https://www.sympla.com.br/evento/fomo-spooky-season-baile-de-halloween/3034381,FOMO - SPOOKY SEASON - Baile de Halloween,"Augusta Hi-Fi - São Paulo, SP",01 de Nov às 22:00
https://www.sympla.com.br/evento/reuniao-dancante-com-fetter-rodaika-e-claus-vanessa/3053650,"REUNIÃO DANÇANTE COM FETTER, RODAIKA E CLAUS & VANESSA!","DABLIO GRAVATAÍ - Gravataí, RS",30 de Ago às 22:00
https://www.sympla.com.br/evento/pulse-8th-anniversary/2996270,PULSE 8TH ANNIVERSARY,"Rota malibu  - Foz do Iguaçu, PR",06 de Set às 23:00
https://www.sympla.com.br/evento/close-friends-100-open-bar-dj-leozin-do-sf/3024781,Close Friends 100% OPEN BAR + DJ Leozin do SF,"Moa Beach Club - Rio Grande, RS",23 de Ago às 23:59
https://www.sympla.com.br/evento/all-nigh-long-w-zac/3035800,ALL NIGH LONG W/ ZAC,"Place Lounge - Cocal do Sul, SC",16 de Ago às 22:00
https://www.sympla.com.br/evento/gica-no-village/3022518,GICA NO VÍLLAGE,"VÍLLAGE - Arujá, SP",24 de Ago às 12:00
https://www.sympla.com.br/evento/freaks-10-anos-com-mc-naninha-sexta-15-ago/3027303,FREAKS 10 ANOS com MC NANINHA - Sexta 15/AGO,"Clube Metrópole - Recife, PE",15 de Ago às 22:00
https://www.sympla.com.br/evento/morar-mais-rio-2025/2989786,Morar Mais Rio 2025,"Morar Mais Rio 2025 - Rio de Janeiro, RJ",
https://www.sympla.com.br/evento/16-de-agosto-sabado-54a-festa-da-cerejeira-em-flor-de-campos-do-jordao/2981370,16 DE AGOSTO (SÁBADO) | 54ª Festa da Cerejeira em Flor de Campos do Jordão,"Parque da Cerejeira de Campos do Jordão - Campos do Jordão, SP",16 de Ago às 09:00
https://www.sympla.com.br/evento/vanguart-show-dois-cantos/3019273,VANGUART - SHOW DOIS CANTOS ,"Espaço Ciência e Cultura | Teatro IMIP - Recife, PE",23 de Ago às 19:00
https://www.sympla.com.br/evento/linkin-party-uk-music-hall/3050928,LINKIN PARTY // UK MUSIC HALL,"UK Music Hall - Brasília, DF",21 de Ago às 20:00
https://www.sympla.com.br/evento/tributo-ao-a-ha-com-drops-de-duran-duran-e-tears-for-fears/3044622,Tributo ao a-ha com drops de Duran Duran e Tears for Fears,"Teatro SESI Rio Vermelho - Salvador, BA",16 de Ago às 22:00
https://www.sympla.com.br/evento/v-trix-o-cla-pub/3055003,V-trix - O Clã Pub,"O Clã Pub - Nilópolis - RJ - Nilópolis, RJ",15 de Ago às 20:00
https://www.sympla.com.br/evento/kiosk-15-08-pdm-a-vontade-summer-2o-edicao/3029920,Kiosk - 15/08 - PDM A VONTADE - SUMMER - 2º Edição,"Kiosk Belém  - Belém, PA",15 de Ago às 14:00
https://bileto.sympla.com.br/event/108941,Tirambaço // 90 Anos de Candeia ,"Casa de Francisca - São Paulo, SP",16 de Ago às 22:00
https://www.sympla.com.br/evento/next-level-y2k-porto-alegre-5-9-25/3057431,Next level - Y2K - Porto Alegre - 5/9/25,"Nuvem - Porto Alegre, RS",05 de Set às 23:00
https://www.sympla.com.br/evento/solara/3043887,Solara,"Octavio House - São Paulo, SP",16 de Ago às 21:00
https://www.sympla.com.br/evento/freaky-friday-chama-as-amigas-15-08-major-lock/2979130,Freaky Friday Chama As Amigas | 15/08  Major Lock,"Pub Major Lock - Belo Horizonte, MG",15 de Ago às 20:00
https://www.sympla.com.br/evento/tributo-amy-forever-moco-bar/3048393,Tributo Amy Forever - Mocó Bar,"Mocó Bar - Capão da Canoa, RS",16 de Ago às 21:00
https://www.sympla.com.br/evento/scalene-e-daparte-no-rio-de-janeiro/2918516,Scalene e Daparte no Rio de Janeiro,"Agyto - Rio de Janeiro, RJ",24 de Ago às 18:00
https://www.sympla.com.br/evento/festa-ploc-tour-20-anos-itauna/3040181,"FESTA PLOC ""Tour 20 ANOS"" - ITAÚNA","Tropical Tênis Clube - Itaúna, MG",20 de Set às 17:00
https://www.sympla.com.br/evento/samba-a-bangu-4-anos-convida-ze-roberto-e-ph-mocidade/3059560,Samba a Bangu 4 Anos convida Zé Roberto e PH Mocidade,"Quintal do Terreiro - Rio de Janeiro, RJ",23 de Ago às 02:00
https://www.sympla.com.br/evento/4a-congeek/3032818,4ª ConGeek,"Voleio Esportes e Bar - Pelotas, RS",14 de Set às 13:00
https://www.sympla.com.br/evento/samba-cajazeiras/3013756,Samba Cajazeiras,"Shopping Cajazeiras - Salvador, BA",17 de Ago às 12:00
https://www.sympla.com.br/evento/borracho-rock-festival/2976623,Borracho Rock Festival,"Parque de Exposições Leônidas Rupp - Campos Novos, SC",23 de Ago às 15:00
https://www.sympla.com.br/evento/noite-do-malvadao-com-gordao-do-pc/3048321,Noite do Malvadão com Gordão do Pc,"Night Market - Belo Horizonte, MG",15 de Ago às 22:00
https://www.sympla.com.br/evento/pra-sempre-cringe-aracaju/3057709,"Pra sempre, Cringe | Aracaju ","Che Music Bar - Aracaju, SE",23 de Ago às 21:00
https://www.sympla.com.br/evento/feeling-this-especial-forfun-15-08-sex/3047997,FEELING THIS - Especial Forfun | 15.08 | SEX,"Cortex - Porto Alegre, RS",15 de Ago às 20:00
https://www.sympla.com.br/evento/mobb-unite/3051467,MOBB UNITE,"Buteco Bar Premium - Parauapebas, PA",16 de Ago às 21:00
https://www.sympla.com.br/evento/arraia-dos-cria-2025/3007423,ARRAIÁ DOS CRIA 2025,"POUSADA BOA VISTA - Cachoeiras de Macacu, RJ",23 de Ago às 21:00
https://www.sympla.com.br/evento/paredao-geek-haloween-open-bar/3064651,Paredao Geek - HALOWEEN - OPEN BAR,"Vip Station - São Paulo, SP",04 de Out às 23:00
https://www.sympla.com.br/evento/show-20h-black-pantera-abertura-macaco-joint-festa-pos-shows/3054956,[show] 20h: Black Pantera | Abertura: Macaco Joint + festa pós-Shows,"Asteroid - Sorocaba, SP",29 de Ago às 20:00
https://www.sympla.com.br/evento/forro-sapatao-floripa-santa-catarina/3042509,"Forró Sapatão - Floripa, Santa Catarina","SC-405, 2800 - Florianópolis, SC",16 de Ago às 19:00
https://www.sympla.com.br/evento/bday-parte-2-rodrigo-do-cn/3059832,BDAY PARTE 2 // RODRIGO DO CN,"BASH - Porto Alegre, RS",16 de Ago às 23:00
https://www.sympla.com.br/evento/toca-do-gnomo-apresenta-gangrena-gasosa/3045706,Toca do Gnomo apresenta: GANGRENA GASOSA!,"R. Felipe Camarão, 130 - Rio de Janeiro, RJ",16 de Ago às 19:00
https://www.sympla.com.br/evento/ventania-ao-vivo-show-limitado-no-aloha-bar-em-guarulhos/3033224,"Ventania ao vivo ""SHOW LIMITADO"" no Aloha Bar em Guarulhos","Aloha Bar - Guarulhos, SP",03 de Out às 20:00
https://www.sympla.com.br/evento/folia-pauterra/3038997,Folia Pauterra,"Pauterra - Santa Luzia, MG",06 de Set às 20:00
https://www.sympla.com.br/evento/rock-festival-aniversario-do-dinossauro-s-rock-bar/3039436,Rock Festival - Aniversário do Dinossauro's Rock Bar,"Dinossauro's Rock Bar - Jundiaí, SP",23 de Ago às 16:00
https://www.sympla.com.br/evento/2a-edicao-noite-caliente-pata-de-urso/3049599,2ª EDIÇÃO NOITE CALIENTE | PATA DE URSO,"Reunião Chopp e Churras - Santa Maria, RS",16 de Ago às 23:00
https://www.sympla.com.br/evento/sao-paulo-boat-show-2025-o-maior-salao-nautico-da-america-latina/3037076,São Paulo Boat Show 2025 - O maior salão náutico da América Latina,"São Paulo Expo | Exhibition & Convention Center - São Paulo, SP",
https://www.sympla.com.br/evento/tributo-a-marilia-mendonca-com-val-pinheiro/3026384,TRIBUTO À MARÍLIA MENDONÇA COM VAL PINHEIRO,"Villa BBM Gastrobar - Barueri, SP",16 de Ago às 17:00
https://www.sympla.com.br/evento/groundation-em-bh-candle-burning-tour-brasil-2025/2991967,Groundation  em BH - Candle Burning Tour Brasil 2025,"A Autêntica - Belo Horizonte, MG",18 de Set às 20:00
https://www.sympla.com.br/evento/sueno-surreal-ball/3045118,Sueño Surreal Ball,"A Autêntica - Belo Horizonte, MG",27 de Set às 19:00
https://www.sympla.com.br/evento/lupe-de-lupe-em-maringa-tribos-bar/2967080,Lupe de Lupe em Maringá @Tribos Bar,"Tribos Bar - Maringá, PR",17 de Ago às 17:00
https://www.sympla.com.br/evento/showcase-clubelatty-na-colaborae/3052030,SHOWCASE  + CLUBELATTY na Colaboraê,"Colaboraê - Salvador, BA",15 de Ago às 21:00
https://www.sympla.com.br/evento/the-saloon-cowboy-e-tonton-club-3deg-flashback/3039907,THE SALOON COWBOY E TONTON CLUB 3° FLASHBACK,"The Saloon Cowboy - Embu-Guaçu, SP",16 de Ago às 18:00
https://www.sympla.com.br/evento/cachorro-grande-25-anos-e-daparte/2927706,Cachorro Grande - 25 anos e Daparte,"Autêntica - Belo Horizonte, MG",16 de Ago às 21:00
https://www.sympla.com.br/evento/festa-fliperama-edicao-anos-2000/3013913,FESTA FLIPERAMA  EDIÇÃO ANOS 2000,"Worlld Brasília - Brasília, DF",17 de Out às 20:00
https://www.sympla.com.br/evento/mr-dan-3-anos-berlim-167/3060836,MR Dan - 3 Anos berlim 167,"Berlim 167 Pub - Porto Alegre, RS",06 de Set às 20:00
https://www.sympla.com.br/evento/linkin-party-1-ano-de-rock-na-fonte-sexta-feira-15-08/3056564,LINKIN PARTY | 1 Ano de Rock na Fonte | Sexta-feira 15/08,"Fonte - Rio de Janeiro, RJ",15 de Ago às 22:00
https://www.sympla.com.br/evento/comemoracao-de-10-anos-do-guia-capixaba/3060206,Comemoração de 10 anos do Guia Capixaba!,"Casa Jardins - Espaço de Festas - Vitória, ES",19 de Ago às 19:00
https://www.sympla.com.br/evento/vambora-tech-1-ano/3017996,VAMBORA TECH 1 ANO,"Arena Épico - São Paulo, SP",16 de Ago às 22:00
https://www.sympla.com.br/evento/pagode-pe-na-areia/3051185,PAGODE PÉ NA AREIA,"Pedra Menina - Dores do Rio Preto, ES",30 de Ago às 14:00
https://www.sympla.com.br/evento/no-pagodje-67-edicao-2-anos/3048615,NO PAGODJÉ 67 - Edição 2 anos,"Bloco + - Dourados, MS",23 de Ago às 16:00
https://www.sympla.com.br/evento/os-meninos-de-barao-na-ceilandia-13-09-sabado/3023245,Os meninos de barão na Ceilândia 13/09 sábado,"Dose Dupla - Brasília, DF",13 de Set às 21:30
https://www.sympla.com.br/evento/4-anos-fluture-art-company-pole-dance-festival/3041570,4 Anos Fluture Art Company - Pole Dance Festival,"Studio Metrópole - São Paulo, SP",17 de Ago às 16:45
https://www.sympla.com.br/evento/festival-vem-verao/3013122,Festival Vem Verão,"Restaurante Panela de Pedra - Matozinhos, MG",06 de Set às 15:00
https://www.sympla.com.br/evento/forro-do-abraco-13-09/3042432,FORRÓ  DO ABRAÇO 13/09,"R. Luís Murat, 370 - São Paulo, SP",13 de Set às 15:00
https://www.sympla.com.br/evento/brasil-ate-jazz/3067428,Brasil Até Jazz,"321 Clubbar - São Paulo, SP",29 de Ago às 20:00
https://www.sympla.com.br/evento/serginho-moah-no-abbey/3058481,Serginho Moah no Abbey,"Abbey Road Bar | Novo Hamburgo - Novo Hamburgo, RS",28 de Ago às 21:00
https://www.sympla.com.br/evento/brega-dance-clube-floripa/3049254,Brega Dance Clube - Floripa,"Rancho do Pescador - Florianópolis, SC",23 de Ago às 22:00
https://www.sympla.com.br/evento/tardezinha-no-deck-2degedicao/3057429,TARDEZINHA NO DECK  2°EDIÇÃO,"DANIEL SAN DECK  - Ilhéus, BA",16 de Ago às 15:00
https://www.sympla.com.br/evento/b-1-party-met-gala-edicao-open-bar/2993225,B.1 PARTY - MET GALA EDIÇÃO OPEN BAR,"Hey Hey - São Paulo, SP",06 de Set às 22:00
https://www.sympla.com.br/evento/costao-rock-festival/3062206,Costão Rock Festival,"Av. Augusto Franco, 741-899 - Getúlio Vargas, Aracaju - SE, 49097-670, Brazil - Aracaju, SE",18 de Out às 11:00
https://www.sympla.com.br/evento/furacao-na-selva-open-bar-funk-150bpm-proibidao-e-funk-2000-sexta-15-08/3047902,"Furacão na Selva | Open Bar | Funk 150bpm, Proibidão e Funk 2000! | (Sexta | 15.08)","Selva - São Paulo, SP",15 de Ago às 22:00
https://www.sympla.com.br/evento/cuiaba-underground-iv/2965092,Cuiabá Underground IV,"Beco do Papa - Cuiabá, MT",16 de Ago às 19:00
https://bileto.sympla.com.br/event/109019,Inferninho Trabalho Sujo apresenta Dadá Joãozinho e Mundo Vídeo,"Casa de Francisca - São Paulo, SP",15 de Ago às 22:00
https://www.sympla.com.br/evento/25o-big-food-festival-festival-de-comidas-gigantes-o-verdadeiro-edicao-atibaia/2994690,"25º BIG FOOD FESTIVAL - FESTIVAL DE COMIDAS GIGANTES, O VERDADEIRO - EDIÇÃO ATIBAIA","Estação Atibaia - Atibaia, SP",
https://www.sympla.com.br/evento/matine-com-trio-juazeiro-forro-do-provolone/3054523,Matinê com TRIO JUAZEIRO - Forró do Provolone,"R. Luís Murat, 370 - São Paulo, SP",24 de Ago às 15:00
https://www.sympla.com.br/evento/you-can-dance-edicao-franca/3045731,You Can Dance - Edição Franca,"The Roots Franca - Franca, SP",30 de Ago às 21:00
https://www.sympla.com.br/evento/reveillon-celebrare-2026/3016888,Réveillon Celebrare 2026,"Clube Monte Líbano - Rio de Janeiro, RJ",31 de Dez às 21:00
https://www.sympla.com.br/evento/john-raifer-a-new-era/3064748,John Raifer - a new era.,"Quintal da Hop - Maceió, AL",29 de Ago às 21:00
https://www.sympla.com.br/evento/rockin-1000-rock-jam-pub-brittania/2988345,Rockin´1000 Rock Jam - Pub Brittania,"Pub Brittania - São Paulo, SP",14 de Ago às 19:00
https://www.sympla.com.br/evento/rockarioca-convida-picassos-falsos-katia-jorgensen-dj-renato-jkbx/3041359,Rockarioca Convida: Picassos Falsos + Katia Jorgensen (+ DJ Renato JkBx),"La Esquina - O bar más fueda da Lapa - Rio de Janeiro, RJ",14 de Ago às 19:30
https://www.sympla.com.br/evento/esquenta-36deg-passeata-raul-seixas/3034180,Esquenta 36° Passeata Raul Seixas,"NossaCasa Vila Madalena - São Paulo, SP",20 de Ago às 19:00
https://www.sympla.com.br/evento/pantanash-uma-noite-country-folk/3046549,Pantanash - Uma Noite Country & Folk,"Cervejaria Canalhas - Campo Grande, MS",15 de Ago às 19:00
https://www.sympla.com.br/evento/sabado-a-night-to-remember-edicao-maringa-av-advogado-horacio-raccanello-filho-5260/3019053,"SÁBADO: A Night To Remember - Edição MARINGÁ - Av. Advogado Horácio Raccanello Filho, 5260","B.Cool Maringá  - Maringá, PR",27 de Set às 23:00
https://www.sympla.com.br/evento/festa-kwangya-3-anos-kpop-audiovisual-etc/3033511,FESTA KWANGYA - 3 ANOS - KPOP + AUDIOVISUAL + ETC,"Baron Club - Bar e Restaurante - Belém, PA",16 de Ago às 22:00
https://bileto.sympla.com.br/event/108621,Rumbo Tumba (AR),"Casa de Francisca - São Paulo, SP",14 de Ago às 21:30
https://www.sympla.com.br/evento/evil-party-noite-dos-mortos-2025/3050388,Evil Party - Noite dos Mortos 2025,"The Atro - São Paulo, SP",01 de Nov às 23:00
https://www.sympla.com.br/evento/arraial-ophion/2965096,Arraial Ophion,"Clube dos Oficiais da Polícia Militar e Bombeiro Militar - Rio Branco, AC",16 de Ago às 20:00
https://www.sympla.com.br/evento/abba-alive-em-macae-16-08/2998753,Abba Alive em Macaé [16/08],"Hotel Mercure Macaé (Auditório) - Macaé, RJ",16 de Ago às 20:00
https://www.sympla.com.br/evento/submundo-657-com-le-da-17-o-baile-onde-o-funk-e-a-magia-se-encontram/3067228,SUBMUNDO 657 - COM LÉ DA 17 - O BAILE ONDE O FUNK E A MAGIA SE ENCONTRAM,"Blitz Haus - São Paulo, SP",
https://www.sympla.com.br/evento/beatles-day-bega-quando-tudo-comecou/3060064,Beatles Day Begá - Quando tudo começou,"Autêntica - Belo Horizonte, MG",04 de Out às 14:00
https://www.sympla.com.br/evento/turne-o-grande-banquete-rio-de-janeiro/2843144,Turnê - O grande banquete - RIO DE JANEIRO,"Estr. Manuel Nogueira de Sá, 538 - Rio de Janeiro, RJ",22 de Set às 20:00
https://www.sympla.com.br/evento/ta-na-mente-vistta-24-08-2025/3028740,Tá Na Mente - Vistta | 24/08/2025,"Vistta Café, Bar & Restaurante - Cajamar, SP",24 de Ago às 16:00
https://www.sympla.com.br/evento/jamboree-apresenta-linval-thompson/3011245,Jamboree apresenta: Linval Thompson,"Fabrique - São Paulo, SP",27 de Set às 22:00
https://www.sympla.com.br/evento/party-monster-the-weeknd-estacao-marques/2989872,PARTY MONSTER THE WEEKND | ESTAÇÃO MARQUES,"Estação Marquês Eventos - São Paulo, SP",17 de Out às 23:00
https://www.sympla.com.br/evento/pagode-do-chininha-no-borogodo/3073850,Pagode do Chininha no Borogodó,"Borógodo Bar e Restaurante - Queimados, RJ",16 de Ago às 18:00
https://www.sympla.com.br/evento/oktoberfest-anna-julia-4a-edicao-2025/3052924,Oktoberfest Anna Julia 4a. Edição 2025,"Av. da Abolição, 2323 - Fortaleza, CE",04 de Out às 16:30
https://www.sympla.com.br/evento/17-de-agosto-domingo-54a-festa-da-cerejeira-em-flor-de-campos-do-jordao-1o-lote/2981371,17 DE AGOSTO (DOMINGO) | 54ª Festa da Cerejeira em Flor de Campos do Jordão | 1º LOTE,"Parque da Cerejeira de Campos do Jordão - Campos do Jordão, SP",17 de Ago às 09:00
https://www.sympla.com.br/evento/show-com-marquinhos-sensacao-e-carica-na-vila-do-samba/3029771,SHOW COM MARQUINHOS SENSAÇÃO E CARICA NA VILA DO SAMBA,"VILA DO SAMBA - São Paulo, SP",15 de Ago às 21:00
https://bileto.sympla.com.br/event/107360,THE CALLING - 08/10/25,"Opinião - Porto Alegre, RS",
https://www.sympla.com.br/evento/vanguart-show-dois-cantos/3018410,VANGUART - SHOW DOIS CANTOS,"TEATRO MARISTA  - Maceió, AL",16 de Ago às 19:00
https://www.sympla.com.br/evento/whiskey-of-the-beast-especial-matanza-e-iron-maiden/3046467,WHISKEY OF THE BEAST - Especial Matanza e Iron Maiden,"Armazém 565 - Montes Claros, MG",13 de Set às 23:00
https://www.sympla.com.br/evento/ze-maria-sunset/3056125,Zé Maria Sunset,"Estância Zé Maria - Ituporanga, SC",06 de Set às 15:00
https://www.sympla.com.br/evento/5o-evento-aliados-do-chao-brasil-ribeirao-preto-sp/3006901,5º Evento Aliados do Chão Brasil  Ribeirão Preto / SP,"Sociedade Recreativa e de Esportes de Ribeirão Preto - Ribeirão Preto, SP",23 de Nov às 08:00
https://www.sympla.com.br/evento/roda-de-samba-do-grupo-bom-gosto-07set-16h-arena-plaza-rio-das-ostras/3038410,Roda de Samba do Grupo Bom Gosto | 07SET (16h) | Arena Plaza Rio das Ostras,"Arena Plaza Rio das Ostras - Rio das Ostras, RJ",07 de Set às 16:00
https://www.sympla.com.br/evento/fuck-the-system-em-recife-pe-live-in-armenia-tour-brasil-2025/2989614,FUCK THE SYSTEM EM RECIFE-PE | LIVE IN ARMÊNIA TOUR BRASIL 2025,"Estelita Bar - Recife, PE",17 de Ago às 20:00
https://www.sympla.com.br/evento/freedom-aura-30-ago-barbacena-mg/3059430,Freedom :: AURA [30.ago] Barbacena - MG,"Local a definir - Barbacena, MG",30 de Ago às 23:00
https://www.sympla.com.br/evento/baile-funk-open-combinhos-23-8/3037245,Baile Funk / OPEN Combinhos - 23/8,"Nuvem - Porto Alegre, RS",23 de Ago às 23:00
